#grid_code,cokey,mukey,musym,comppct_r,taxorder,tfact,albedodry_r,slope_r,layernum
789,75908:1075424,75908,146,90,Inceptisols,3,0.159999996,8,5
815,75915:1565187,75915,151,65,Mollisols,5,0.159999996,25,5
756,75916:1565192,75916,277,85,Alfisols,5,0.230000004,25,5
741,75917:1563791,75917,279,60,Alfisols,5,0.230000004,50,5
759,75919:1564247,75919,331,60,Mollisols,2,0.090000004,50,5
755,75920:1564241,75920,330,50,Mollisols,2,0.090000004,25,5
784,75922:1564772,75922,355,90,Mollisols,4,0.02,20,5
711,75926:105556,75926,129,85,Inceptisols,3,0.230000004,15,5
782,75927:1563539,75927,215,85,Inceptisols,3,0.159999996,25,5
777,75928:1563544,75928,216,80,Inceptisols,3,0.159999996,50,5
732,75929:105559,75929,280,80,Alfisols,3,0.300000012,25,5
735,75930:855212,75930,281,80,Alfisols,3,0.300000012,50,5
772,75932:1563604,75932,233,45,Mollisols,2,0.230000004,50,5
795,75938:1564795,75938,380,60,Inceptisols,2,0.300000012,50,5
760,75941:1563345,75941,378,55,Inceptisols,2,0.300000012,50,5
707,75942:1563350,75942,379,55,Inceptisols,2,0.300000012,50,5
704,75948:875960,75948,387,65,Inceptisols,2,0.230000004,50,5
706,75949:105587,75949,411,60,Inceptisols,3,0.159999996,50,5
762,75950:1564879,75950,416,55,Mollisols,5,0.090000004,50,5
790,75954:105596,75954,375,80,Inceptisols,2,0.159999996,50,5
699,75961:105608,75961,923,85,Inceptisols,2,0.090000004,20,5
568,75964:105627,75964,903,45,Inceptisols,3,0.300000012,60,5
670,75965:105634,75965,902,45,Inceptisols,5,0.370000005,75,5
696,75966:105637,75966,917,50,Andisols,5,0.370000005,50,5
679,75967:105645,75967,918,60,Andisols,5,0.370000005,78,5
720,75992:105749,75992,900,45,Inceptisols,3,0.370000005,25,5
786,75994:105754,75994,901,55,Inceptisols,3,0.370000005,55,5
646,76025:1564223,76025,326,85,Mollisols,5,0.159999996,25,5
885,76041:1563801,76041,291,85,Mollisols,4,0.230000004,25,5
837,76045:1564945,76045,390,55,Mollisols,5,0.159999996,50,5
870,76046:1564956,76046,389,65,Mollisols,5,0.159999996,25,5
880,76051:109142,76051,120,85,Mollisols,2,0.230000004,50,5
863,76055:1563787,76055,275,85,Inceptisols,3,0.230000004,25,5
861,76056:1563516,76056,196,80,Inceptisols,5,0.300000012,50,5
770,76059:109158,76059,927,50,Andisols,5,0.300000012,55,5
867,76061:1563255,76061,125,55,Inceptisols,2,0.370000005,50,5
866,76062:1563507,76062,177,85,Mollisols,2,0.090000004,5,5
868,76063:1565159,76063,409,55,Inceptisols,2,0.300000012,50,5
871,76064:1563549,76064,217,60,Inceptisols,3,0.159999996,50,5
854,76066:1564238,76066,329,55,Mollisols,2,0.090000004,50,5
889,76072:1564783,76072,359,50,Andisols,5,0.439999998,50,5
571,76094:920490,76094,140,80,Mollisols,3,0.159999996,13,5
6744,76120:106106,76120,100,90,Mollisols,5,0.159999996,4,5
6656,76122:106108,76122,101,90,Mollisols,5,0.159999996,12,5
6722,76135:106140,76135,103,50,Mollisols,5,0.159999996,8,5
6651,76137:106146,76137,1032,35,Mollisols,2,0.159999996,48,5
6715,76153:106177,76153,115,85,Mollisols,3,0.230000004,2,5
6547,76166:105795,76166,12D,85,Mollisols,3,0.230000004,11,5
6578,76168:105799,76168,12F,75,Mollisols,3,0.230000004,48,5
6400,76171:106197,76171,136,85,Mollisols,3,0.159999996,4,5
6407,76172:106198,76172,137,85,Mollisols,3,0.159999996,10,5
6456,76203:105833,76203,19,30,Alfisols,2,0.230000004,2,5
6469,76221:106241,76221,228,90,Mollisols,2,0.230000004,30,5
6408,76282:106289,76282,308,90,Mollisols,5,0.230000004,45,5
6398,76286:106291,76286,317,60,Mollisols,1,0.230000004,9,5
6637,76304:106309,76304,360,90,Mollisols,3,0.230000004,4,5
6636,76305:106310,76305,361,90,Mollisols,3,0.230000004,8,5
6648,76306:106311,76306,362,90,Mollisols,3,0.230000004,13,5
6634,76307:106312,76307,365,55,Mollisols,3,0.230000004,9,5
6599,76316:106333,76316,381,40,Mollisols,5,0.230000004,68,5
6548,76393:106448,76393,580,90,Mollisols,5,0.230000004,4,5
6530,76394:106452,76394,581,90,Mollisols,5,0.230000004,8,5
6531,76395:106456,76395,582,85,Mollisols,5,0.230000004,15,5
6532,76396:106460,76396,583,85,Mollisols,3,0.230000004,15,5
6424,76407:105963,76407,59B,85,Inceptisols,5,0.159999996,18,5
6555,76586:106100,76586,97,90,Alfisols,2,0.230000004,3,5
6387,76589:106101,76589,97A,90,Mollisols,2,0.159999996,2,5
6148,76631:106739,76631,104,90,Andisols,5,0.159999996,18,5
6143,76632:106740,76632,105,85,Andisols,5,0.159999996,45,5
6137,76633:106741,76633,106,85,Andisols,5,0.159999996,75,5
6217,76635:1436771,76635,108,85,Andisols,2,0.230000004,18,5
6031,76637:106655,76637,11,50,Mollisols,2,0.230000004,53,5
6215,76643:106746,76643,115,85,Andisols,2,0.230000004,45,5
6043,76647:106657,76647,12,80,Mollisols,2,0.230000004,28,5
6009,76653:106751,76653,125,85,Alfisols,4,0.230000004,25,5
6023,76656:106753,76656,128,85,Inceptisols,5,0.300000012,45,5
6007,76657:106754,76657,129,90,Inceptisols,5,0.300000012,45,5
6040,76658:106658,76658,13,85,Inceptisols,5,0.230000004,15,5
6193,76660:106756,76660,131,85,Inceptisols,3,0.159999996,10,5
6021,76667:106659,76667,14,90,Inceptisols,5,0.230000004,35,5
5994,76684:106772,76684,158,85,Inceptisols,4,0.230000004,48,5
6030,76693:106782,76693,167,35,Alfisols,5,0.090000004,45,5
6039,76694:106785,76694,168,35,Alfisols,5,0.090000004,45,5
6012,76698:106790,76698,175,80,Alfisols,5,0.090000004,18,5
5992,76699:106791,76699,176,75,Alfisols,5,0.090000004,45,5
5996,76700:106792,76700,177,80,Alfisols,5,0.090000004,45,5
6036,76713:106665,76713,19,85,Mollisols,5,0.159999996,50,5
5975,76716:106809,76716,194,45,Inceptisols,3,0.230000004,50,5
6212,76719:106666,76719,20,85,Inceptisols,5,0.159999996,50,5
6041,76732:106825,76732,213,85,Inceptisols,5,0.230000004,15,5
5991,76735:106828,76735,216,85,Inceptisols,5,0.230000004,55,5
5976,76736:106829,76736,217,85,Inceptisols,5,0.230000004,15,5
6008,76737:106830,76737,218,85,Alfisols,5,0.230000004,35,5
6029,76739:106831,76739,220,55,Inceptisols,3,0.230000004,55,5
6136,76744:106838,76744,226,85,Alfisols,5,0.230000004,55,5
5988,76745:106840,76745,227,35,Alfisols,5,0.230000004,55,5
5958,76751:106848,76751,234,80,Inceptisols,3,0.159999996,6,5
6033,76753:106849,76753,237,85,Inceptisols,3,0.159999996,2,5
6088,76754:106850,76754,238,85,Inceptisols,2,0.230000004,3,5
5934,76757:106852,76757,241,80,Andisols,5,0.230000004,35,5
5944,76758:106853,76758,242,80,Inceptisols,5,0.230000004,35,5
5973,76766:106860,76766,255,80,Andisols,5,0.230000004,55,5
6184,76771:106864,76771,262,85,Inceptisols,5,0.230000004,3,5
6161,76772:106865,76772,263,80,Inceptisols,3,0.159999996,18,5
6178,76773:106866,76773,264,80,Inceptisols,3,0.159999996,45,5
6172,76774:106867,76774,265,80,Inceptisols,3,0.159999996,45,5
6218,76775:106868,76775,266,80,Inceptisols,3,0.159999996,45,5
6368,76776:106869,76776,267,90,Andisols,5,0.230000004,20,5
5942,76779:106871,76779,270,40,Inceptisols,5,0.230000004,65,5
5926,76780:106874,76780,271,55,Inceptisols,5,0.230000004,50,5
5933,76781:106876,76781,272,50,Inceptisols,2,0.230000004,55,5
5949,76783:106878,76783,280,85,Andisols,5,0.230000004,55,5
5962,76785:106881,76785,284,85,Andisols,5,0.230000004,58,5
6022,76788:106647,76788,3,80,Andisols,1,0.159999996,35,5
6016,76792:106886,76792,304,85,Andisols,2,0.230000004,25,5
5953,76803:106893,76803,315,55,Andisols,5,0.230000004,75,5
6369,76804:106895,76804,316,85,Entisols,3,0.230000004,18,5
5951,76805:106896,76805,317,85,Spodosols,5,0.230000004,55,5
5954,76813:106906,76813,324,85,Spodosols,5,0.230000004,18,5
5945,76826:106914,76826,336,85,Spodosols,5,0.230000004,45,5
6026,76837:106648,76837,4,85,Andisols,1,0.159999996,55,5
5960,76841:106921,76841,402,45,Andisols,5,0.230000004,50,5
6327,76849:106930,76849,410,85,Mollisols,3,0.230000004,1,5
6213,76853:106933,76853,415,85,Mollisols,3,0.230000004,8,5
6338,76855:106934,76855,417,85,Mollisols,3,0.230000004,38,5
6080,76875:133544,76875,434,45,Mollisols,1,0.159999996,23,5
6180,76892:106966,76892,456,50,Mollisols,5,0.159999996,53,5
6165,76893:106968,76893,457,85,Mollisols,5,0.159999996,23,5
6339,76900:106978,76900,466,85,Mollisols,3,0.230000004,13,5
6032,76911:106687,76911,48,90,Inceptisols,5,0.230000004,55,5
6265,76912:106989,76912,480,85,Mollisols,4,0.159999996,1,5
6044,76923:106688,76923,49,80,Inceptisols,5,0.230000004,35,5
6160,76929:106998,76929,495,45,Mollisols,5,0.230000004,23,5
6145,76932:109604,76932,498,50,Mollisols,5,0.230000004,38,5
6047,76935:106689,76935,50,85,Inceptisols,5,0.230000004,55,5
6323,76939:107006,76939,503,40,Mollisols,1,0.230000004,10,5
6207,76946:106690,76946,51,65,Inceptisols,5,0.230000004,55,5
6308,76952:107019,76952,516,85,Mollisols,2,0.230000004,1,5
6333,76953:107020,76953,517,85,Mollisols,2,0.230000004,8,5
6326,76955:107021,76955,519,85,Mollisols,2,0.230000004,4,5
6297,76960:107022,76960,523,85,Mollisols,1,0.230000004,1,5
6317,76961:107023,76961,524,85,Mollisols,1,0.230000004,4,5
6334,76962:107024,76962,525,85,Mollisols,1,0.230000004,8,5
6336,76967:107026,76967,532,45,Mollisols,2,0.230000004,13,5
6055,76970:107029,76970,535,85,Mollisols,2,0.230000004,8,5
6132,76973:107030,76973,538,85,Mollisols,2,0.230000004,13,5
6054,76974:107031,76974,539,85,Mollisols,2,0.230000004,23,5
6197,76991:107036,76991,561,85,Mollisols,4,0.159999996,23,5
6206,76999:107040,76999,570,85,Mollisols,3,0.230000004,23,5
6349,77000:107041,77000,571,85,Mollisols,3,0.230000004,38,5
6229,77015:107053,77015,590,45,Mollisols,4,0.090000004,3,5
6315,77023:1631434,77023,598,85,Mollisols,4,0.230000004,1,5
6295,77027:107066,77027,601,85,Mollisols,4,0.090000004,1,5
6245,77028:107067,77028,602,85,Mollisols,4,0.090000004,4,5
6284,77046:107083,77046,621,85,Mollisols,5,0.230000004,1,5
6102,77066:106705,77066,64,85,Mollisols,5,0.230000004,8,5
6196,77067:107104,77067,640,85,Mollisols,4,0.159999996,8,5
6262,77069:107107,77069,644,40,Aridisols,2,0.230000004,23,5
5983,77082:106707,77082,66,75,Alfisols,5,0.230000004,45,5
6140,77084:107125,77084,662,50,Mollisols,5,0.230000004,23,5
6101,77085:107127,77085,663,45,Mollisols,5,0.230000004,38,5
6058,77086:133542,77086,667,40,Mollisols,1,0.159999996,38,5
6086,77087:107130,77087,668,40,Mollisols,1,0.159999996,53,5
5981,77089:106708,77089,67,85,Alfisols,5,0.230000004,45,5
6081,77092:107139,77092,6710,85,Mollisols,5,0.230000004,17,5
6298,77096:107145,77096,674,80,Mollisols,1,0.230000004,7,5
6220,77108:107167,77108,695,35,Aridisols,2,0.230000004,45,5
6100,77111:106710,77111,70,80,Mollisols,5,0.230000004,48,5
6243,77113:107173,77113,706,85,Mollisols,3,0.230000004,1,5
6000,77114:106711,77114,71,85,Inceptisols,4,0.230000004,18,5
6277,77122:107183,77122,720,85,Mollisols,4,0.159999996,1,5
6343,77133:107200,77133,745,40,Mollisols,2,0.230000004,9,5
6158,77151:107227,77151,774,35,Aridisols,2,0.230000004,53,5
6332,77156:107233,77156,787,40,Mollisols,1,0.230000004,4,5
6268,77158:107236,77158,789,85,Vertisols,4,0.159999996,1,5
6280,77159:107237,77159,790,85,Mollisols,5,0.230000004,1,5
6283,77160:107238,77160,791,85,Mollisols,5,0.230000004,1,5
6296,77161:107240,77161,792,85,Mollisols,4,0.090000004,3,5
6259,77162:1631435,77162,793,55,Mollisols,4,0.230000004,1,5
6226,77163:107243,77163,794,60,Mollisols,3,0.230000004,1,5
6241,77165:107247,77165,796,55,Mollisols,4,0.090000004,1,5
6123,77169:106651,77169,8,85,Mollisols,2,0.230000004,60,5
6304,77171:107252,77171,800,85,Mollisols,4,0.159999996,4,5
6278,77172:107253,77172,801,85,Mollisols,4,0.159999996,1,5
6272,77173:107254,77173,802,85,Mollisols,4,0.159999996,4,5
6270,77174:107255,77174,803,85,Mollisols,4,0.159999996,3,5
6341,77175:107256,77175,804,90,Mollisols,3,0.230000004,4,5
6300,77178:107263,77178,807,60,Mollisols,4,0.159999996,1,5
6210,77181:106718,77181,81,85,Andisols,5,0.230000004,15,5
6195,77194:107287,77194,820,50,Mollisols,5,0.159999996,3,5
6155,77204:106719,77204,83,85,Andisols,5,0.230000004,45,5
6126,77206:107302,77206,831,90,Mollisols,5,0.230000004,3,5
6142,77207:107303,77207,832,90,Mollisols,5,0.230000004,10,5
6324,77212:107308,77212,838,90,Mollisols,4,0.230000004,1,5
6263,77216:107311,77216,842,85,Mollisols,1,0.230000004,4,5
6006,77225:106720,77225,85,85,Andisols,3,0.230000004,45,5
6289,77228:107330,77228,852,85,Mollisols,1,0.230000004,4,5
6067,77229:107331,77229,853,40,Mollisols,2,0.159999996,53,5
6010,77237:106721,77237,86,85,Inceptisols,3,0.230000004,45,5
6069,77238:107351,77238,860,50,Mollisols,1,0.159999996,10,5
6236,77247:106722,77247,87,85,Inceptisols,3,0.230000004,45,5
6233,77256:107383,77256,878,40,Mollisols,2,0.159999996,53,5
6231,77258:107388,77258,880,45,Mollisols,4,0.159999996,10,5
6066,77261:107396,77261,883,45,Mollisols,2,0.159999996,45,5
6318,77265:107406,77265,887,40,Mollisols,5,0.159999996,50,5
6321,77276:107433,77276,897,85,Mollisols,4,0.159999996,1,5
6034,77279:106652,77279,9,85,Andisols,3,0.159999996,13,5
6335,77281:107440,77281,900,85,Vertisols,4,0.159999996,1,5
6198,77282:107441,77282,901,35,Mollisols,5,0.230000004,23,5
6281,77286:107452,77286,906,35,Aridisols,1,0.230000004,9,5
6305,77294:107466,77294,915,50,Aridisols,2,0.230000004,9,5
6273,77295:107468,77295,916,45,Aridisols,2,0.230000004,23,5
6149,77302:107481,77302,922,45,Aridisols,2,0.230000004,9,5
6093,77304:107487,77304,924,35,Aridisols,2,0.230000004,9,5
5984,77330:107537,77330,208,40,Mollisols,3,0.230000004,2,5
6254,77339:107554,77339,957,55,Mollisols,3,0.230000004,1,5
6239,77340:106730,77340,96,85,Andisols,5,0.230000004,45,5
5990,77341:106731,77341,97,80,Andisols,5,0.230000004,45,5
1147,78119:130175,78119,539M8,85,Inceptisols,3,0.159999996,3,5
1107,78223:108630,78223,445D2,40,Andisols,3,0.159999996,75,5
1199,78232:108673,78232,501N8,50,Andisols,2,0.230000004,45,5
1100,78244:109253,78244,783K4,60,Andisols,2,0.230000004,75,5
1105,78245:109257,78245,717D7,50,Andisols,5,0.230000004,75,5
1187,78246:108727,78246,511N8,45,Andisols,2,0.230000004,45,5
1123,78251:108747,78251,907L5,85,Andisols,3,0.300000012,6,5
1190,78253:108754,78253,516N7,45,Andisols,2,0.230000004,45,5
1259,78254:108548,78254,661L7,50,Andisols,5,0.159999996,3,5
1188,78255:108759,78255,515N7,45,Andisols,2,0.230000004,18,5
1195,78259:108777,78259,521N3,40,Andisols,2,0.230000004,45,5
1173,78276:108556,78276,547N8,90,Alfisols,4,0.370000005,45,5
1281,78287:108561,78287,440Q2,75,Andisols,2,0.090000004,65,5
1108,78288:108881,78288,723H4,45,Andisols,3,0.230000004,68,5
1112,78289:108886,78289,726Q2,35,Andisols,3,0.230000004,60,5
1279,78304:108955,78304,427C7,85,Andisols,3,0.230000004,35,5
1155,78305:108959,78305,420D8,50,Inceptisols,2,0.230000004,75,5
1161,78306:108964,78306,421D8,50,Inceptisols,2,0.230000004,75,5
1106,78309:109176,78309,730C2,55,Andisols,2,0.370000005,35,5
1121,78310:109179,78310,731D3,50,Andisols,2,0.370000005,75,5
1119,78311:109185,78311,733H2,70,Andisols,2,0.370000005,75,5
1117,78312:109190,78312,735K2,50,Andisols,2,0.370000005,80,5
1110,78316:109205,78316,715C7,85,Andisols,5,0.300000012,35,5
1095,78317:109208,78317,716C8,60,Andisols,5,0.230000004,35,5
1092,78320:109394,78320,717D8,50,Andisols,5,0.230000004,75,5
1160,78321:109404,78321,729H9,65,Andisols,5,0.230000004,75,5
1118,78322:109413,78322,732D2,50,Andisols,2,0.370000005,75,5
1096,78323:109424,78323,734H4,55,Andisols,2,0.370000005,75,5
1212,78343:109679,78343,762K4,50,Andisols,2,0.230000004,75,5
3167,1151891:1231742,1151891,4000,40,Inceptisols,4,0.02,10,6
3191,1151897:1231233,1151897,1004,60,Mollisols,4,0.090000004,3,6
3211,1151900:1231620,1151900,3002,100,Entisols,5,0.159999996,10,6
3179,1151903:1230974,1151903,1001,70,Alfisols,4,0.090000004,2,6
3202,1151904:1231463,1151904,1009,70,Alfisols,4,0.090000004,5,6
3185,1151910:1231094,1151910,1003,80,Mollisols,4,0.159999996,2,6
1906,1385711:104872,1385711,200,100,Inceptisols,3,0.230000004,18,6
1900,1385712:104873,1385712,201,100,Inceptisols,3,0.230000004,48,6
1896,1385713:104874,1385713,202,100,Inceptisols,3,0.230000004,78,6
1849,1385727:104889,1385727,216,100,Spodosols,3,0.159999996,78,6
1855,1385728:104890,1385728,218,100,Spodosols,3,0.159999996,78,6
1893,1385729:104891,1385729,219,60,Spodosols,2,0.159999996,78,6
1881,1385776:1259067,1385776,217,100,Spodosols,3,0.159999996,48,6
3170,1451383:1329991,1451383,1010,55,Alfisols,4,0.090000004,5,6
3195,1451928:1546035,1451928,4005,45,Inceptisols,4,0.02,10,6
3183,1451935:1330473,1451935,5002,30,Inceptisols,2,0.159999996,45,6
3176,1451939:1330478,1451939,5003,50,Inceptisols,2,0.159999996,15,6
3163,1451953:1330491,1451953,5008,40,Inceptisols,2,0.159999996,20,6
773,1472277:1353443,1472277,106,100,Alfisols,5,0.370000005,8,6
4697,1602615:1464085,1602615,267,50,Andisols,3,0.300000012,50,6
4699,1602616:1464088,1602616,266,50,Andisols,3,0.300000012,25,6
4705,1602618:1464095,1602618,268,50,Andisols,3,0.300000012,25,6
4714,1602624:1464113,1602624,257,55,Andisols,3,0.300000012,15,6
3184,1612504:1584041,1612504,1015,45,Alfisols,4,0.090000004,10,6
3198,1612663:1552537,1612663,2009,40,Mollisols,4,0.090000004,3,6
3208,1612674:1487505,1612674,3015,100,Entisols,5,0.230000004,8,6
3190,1612686:1546062,1612686,4007,60,Inceptisols,4,0.02,6,6
3187,1612739:1488101,1612739,5015,40,Inceptisols,2,0.159999996,20,6
3174,1710632:1546034,1710632,2011,60,Inceptisols,4,0.02,5,6
3145,1882906:1694429,1882906,1052,70,Mollisols,5,0.090000004,3,6
4304,1899711:1492222,1899711,200,90,Mollisols,3,0.230000004,2,6
4259,1899712:1492223,1899712,201,90,Mollisols,3,0.230000004,5,6
4345,1899722:109122,1899722,205,90,Mollisols,3,0.159999996,3,6
4311,1899818:1481881,1899818,373,85,Mollisols,5,0.230000004,6,6
4305,1899820:1663788,1899820,374,95,Mollisols,5,0.230000004,12,6
4280,1899822:1663835,1899822,376,90,Mollisols,5,0.230000004,17,6
4436,1899823:1663837,1899823,375,85,Mollisols,5,0.230000004,35,6
4321,1899829:1567531,1899829,206,65,Mollisols,3,0.159999996,5,6
4520,1899833:109119,1899833,449,85,Mollisols,4,0.230000004,25,6
4206,1899841:1783097,1899841,426,80,Mollisols,5,0.230000004,5,6
4181,1899842:1532380,1899842,427,80,Mollisols,5,0.230000004,12,6
4191,1899843:1532381,1899843,428,80,Mollisols,5,0.230000004,20,6
4178,1899845:1483640,1899845,429,80,Mollisols,5,0.230000004,17,6
4223,1899847:1532369,1899847,430,80,Mollisols,5,0.230000004,45,6
4231,1899849:1483643,1899849,431,80,Mollisols,5,0.159999996,2,6
4243,1899850:1521251,1899850,432,85,Mollisols,5,0.159999996,2,6
4509,1899852:109134,1899852,507,55,Mollisols,3,0.159999996,55,6
4269,1899870:1663967,1899870,471,80,Mollisols,5,0.159999996,30,6
4174,1899872:1663951,1899872,467,85,Mollisols,5,0.159999996,12,6
4208,1899873:1483670,1899873,468,80,Mollisols,5,0.159999996,20,6
4338,1899874:1663956,1899874,470,80,Mollisols,5,0.159999996,4,6
4533,1899894:1709808,1899894,542,80,Andisols,3,0.230000004,9,6
4361,1899919:105228,1899919,451,55,Mollisols,4,0.230000004,50,6
4308,1899926:1566415,1899926,443,55,Inceptisols,2,0.300000012,50,6
4362,1899932:857755,1899932,450,60,Mollisols,4,0.230000004,25,6
4298,1899935:854904,1899935,424,50,Alfisols,5,0.300000012,50,6
4344,1899938:1566416,1899938,442,55,Inceptisols,2,0.300000012,50,6
4337,1899941:858098,1899941,561,45,Inceptisols,2,0.300000012,25,6
4283,1899943:852946,1899943,363,60,Inceptisols,3,0.370000005,50,6
4326,1899947:852947,1899947,360,80,Inceptisols,3,0.370000005,25,6
4431,1899948:852948,1899948,361,85,Inceptisols,3,0.370000005,50,6
4422,1899950:105333,1899950,531,55,Mollisols,2,0.230000004,50,6
4356,1899951:1727055,1899951,420,85,Inceptisols,3,0.230000004,25,6
4511,1899955:854473,1899955,421,85,Inceptisols,3,0.230000004,25,6
4375,1899965:105362,1899965,499,60,Inceptisols,2,0.300000012,50,6
4406,1899972:847565,1899972,220,55,Inceptisols,2,0.370000005,25,6
4355,1899973:847567,1899973,221,45,Inceptisols,2,0.370000005,50,6
4341,1899975:105408,1899975,448,45,Inceptisols,2,0.300000012,50,6
4482,1899976:855374,1899976,445,90,Inceptisols,2,0.300000012,25,6
4349,1899977:855376,1899977,446,45,Inceptisols,2,0.300000012,25,6
4439,1899978:855377,1899978,447,50,Inceptisols,2,0.300000012,50,6
4403,1899980:858103,1899980,562,55,Inceptisols,2,0.300000012,50,6
4505,1899982:847570,1899982,222,55,Inceptisols,2,0.370000005,50,6
4288,1899998:105452,1899998,313,85,Inceptisols,5,0.300000012,50,6
4469,1900019:875593,1900019,423,85,Alfisols,5,0.230000004,25,6
4440,1900025:105549,1900025,512,90,Mollisols,4,0.02,20,6
4484,1900032:105573,1900032,535,60,Inceptisols,2,0.300000012,50,6
4476,1900033:857478,1900033,533,55,Inceptisols,2,0.300000012,50,6
4519,1900034:857479,1900034,534,55,Inceptisols,2,0.300000012,50,6
