#grid_code,cokey,mukey,musym,comppct_r,taxorder,tfact,albedodry_r,slope_r,layernum
3521,158236:233043,158236,38,80,Mollisols,2,0.159999996,40,4
3535,158238:232978,158238,4,60,Inceptisols,5,0.230000004,53,4
3500,158240:233051,158240,41,80,Inceptisols,2,0.230000004,33,4
3508,158241:233053,158241,42,80,Inceptisols,2,0.230000004,53,4
3469,158242:233055,158242,43,65,Inceptisols,2,0.230000004,33,4
3397,158243:233058,158243,44,65,Inceptisols,2,0.230000004,53,4
3441,158249:232980,158249,5,80,Inceptisols,4,0.230000004,8,4
3556,158256:233079,158256,56,85,Inceptisols,3,0.370000005,3,4
3481,158257:233081,158257,57,80,Inceptisols,3,0.370000005,10,4
3393,158260:232981,158260,6,80,Inceptisols,4,0.230000004,20,4
3422,158271:232983,158271,7,80,Inceptisols,4,0.230000004,33,4
3398,158282:232984,158282,8,80,Inceptisols,4,0.230000004,53,4
3532,158286:233118,158286,83,85,Mollisols,3,0.159999996,3,4
3442,158287:233121,158287,84,85,Mollisols,3,0.159999996,10,4
3386,158288:233123,158288,85,80,Mollisols,3,0.159999996,3,4
3428,158291:233128,158291,88,80,Entisols,3,0.300000012,8,4
3395,158292:233130,158292,89,80,Entisols,3,0.300000012,28,4
3415,158293:232985,158293,9,80,Inceptisols,4,0.230000004,20,4
3231,158305:233455,158305,1,100,Inceptisols,5,0.230000004,11,4
3347,158306:233464,158306,10,70,Inceptisols,5,0.230000004,20,4
3339,158308:233577,158308,101,100,Inceptisols,2,0.230000004,48,4
3342,158309:233578,158309,102,65,Inceptisols,2,0.230000004,30,4
3343,158310:233580,158310,103,65,Inceptisols,2,0.230000004,53,4
3349,158312:233585,158312,105,100,Mollisols,2,0.230000004,25,4
3355,158313:233586,158313,106,100,Mollisols,2,0.230000004,53,4
3290,158314:233587,158314,107,65,Mollisols,2,0.230000004,33,4
3236,158315:233589,158315,108,65,Mollisols,2,0.230000004,53,4
3280,158317:233466,158317,11,70,Inceptisols,5,0.230000004,53,4
3376,158319:233593,158319,111,100,Inceptisols,4,0.230000004,18,4
3382,158320:233594,158320,112,100,Inceptisols,4,0.230000004,48,4
3340,158328:233468,158328,12,100,Alfisols,5,0.300000012,4,4
3300,158332:233613,158332,123,100,Mollisols,1,0.159999996,48,4
3291,158333:233614,158333,124,65,Mollisols,1,0.159999996,48,4
3283,158337:233620,158337,128,100,Alfisols,5,0.300000012,4,4
3234,158338:233621,158338,129,100,Alfisols,5,0.300000012,11,4
3335,158339:233469,158339,13,100,Alfisols,5,0.300000012,11,4
3311,158340:233622,158340,130,100,Alfisols,5,0.300000012,20,4
3313,158341:233623,158341,131,100,Inceptisols,2,0.230000004,10,4
3320,158344:233626,158344,134,65,Mollisols,2,0.230000004,20,4
3317,158345:233628,158345,135,65,Mollisols,2,0.230000004,53,4
3247,158357:233640,158357,146,85,Andisols,5,0.150000006,2,4
3360,158359:233645,158359,148,100,Mollisols,3,0.230000004,10,4
3362,158360:233646,158360,149,100,Mollisols,3,0.230000004,30,4
3232,158361:233471,158361,15,100,Inceptisols,2,0.230000004,30,4
3363,158362:233647,158362,150,100,Mollisols,3,0.230000004,53,4
3351,158363:233648,158363,151,100,Mollisols,3,0.230000004,20,4
3323,158364:233649,158364,152,65,Mollisols,3,0.230000004,20,4
3357,158365:233651,158365,153,65,Mollisols,3,0.230000004,53,4
3375,158368:233655,158368,156,100,Inceptisols,5,0.300000012,8,4
3242,158369:233656,158369,157,100,Inceptisols,5,0.300000012,20,4
3270,158370:233657,158370,158,100,Inceptisols,5,0.300000012,33,4
3278,158371:233658,158371,159,100,Inceptisols,5,0.300000012,53,4
3279,158372:233472,158372,16,100,Inceptisols,2,0.230000004,53,4
3334,158373:233659,158373,160,70,Inceptisols,5,0.300000012,33,4
3296,158374:233661,158374,161,70,Inceptisols,5,0.300000012,53,4
3226,158376:233473,158376,17,65,Inceptisols,2,0.230000004,35,4
3227,158377:233475,158377,18,65,Inceptisols,2,0.230000004,53,4
3230,158379:233456,158379,2,100,Inceptisols,5,0.230000004,30,4
3258,158380:233478,158380,20,100,Andisols,3,0.370000005,5,4
3301,158381:233479,158381,21,100,Andisols,3,0.370000005,5,4
3235,158385:233483,158385,25,100,Mollisols,2,0.230000004,40,4
3298,158386:233484,158386,26,70,Mollisols,2,0.230000004,40,4
3265,158387:233486,158387,27,100,Inceptisols,2,0.230000004,33,4
3229,158388:233487,158388,28,100,Inceptisols,2,0.230000004,53,4
3224,158389:233488,158389,29,65,Inceptisols,2,0.230000004,33,4
3273,158390:233457,158390,3,100,Inceptisols,5,0.230000004,53,4
3220,158391:233490,158391,30,65,Inceptisols,2,0.230000004,53,4
3369,158392:233492,158392,31,100,Inceptisols,5,0.230000004,3,4
3364,158393:233493,158393,32,100,Inceptisols,5,0.230000004,10,4
3373,158396:233496,158396,35,100,Spodosols,5,0.230000004,15,4
3222,158398:233498,158398,37,100,Andisols,3,0.230000004,20,4
3310,158399:233499,158399,38,80,Alfisols,5,0.230000004,2,4
3284,158401:233458,158401,4,100,Inceptisols,5,0.230000004,8,4
3312,158412:233459,158412,5,100,Inceptisols,5,0.230000004,20,4
3331,158418:233518,158418,55,100,Inceptisols,5,0.230000004,10,4
3293,158419:233519,158419,56,100,Inceptisols,5,0.230000004,30,4
3336,158420:233520,158420,57,100,Inceptisols,5,0.230000004,53,4
3276,158421:233521,158421,58,65,Inceptisols,5,0.230000004,35,4
3287,158422:233523,158422,59,65,Inceptisols,5,0.230000004,53,4
3263,158423:233460,158423,6,100,Inceptisols,5,0.230000004,33,4
3269,158426:233527,158426,62,100,Mollisols,3,0.159999996,2,4
3264,158434:233461,158434,7,100,Inceptisols,5,0.230000004,53,4
3289,158435:233537,158435,70,100,Alfisols,5,0.300000012,3,4
3346,158436:233538,158436,71,100,Alfisols,5,0.300000012,10,4
3285,158437:233539,158437,72,100,Alfisols,5,0.300000012,20,4
3294,158438:233540,158438,73,100,Alfisols,5,0.300000012,33,4
3295,158439:233541,158439,74,100,Inceptisols,5,0.300000012,20,4
3307,158440:233542,158440,75,100,Inceptisols,5,0.300000012,53,4
3330,158441:233543,158441,76,65,Inceptisols,5,0.300000012,43,4
3358,158442:233545,158442,77,65,Inceptisols,2,0.230000004,20,4
3325,158443:233547,158443,78,65,Inceptisols,2,0.230000004,53,4
3306,158444:233549,158444,79,100,Inceptisols,3,0.230000004,13,4
3286,158445:233462,158445,8,100,Inceptisols,5,0.230000004,20,4
3337,158446:233550,158446,80,100,Inceptisols,3,0.230000004,33,4
3321,158447:233551,158447,81,100,Inceptisols,3,0.230000004,53,4
3318,158448:233552,158448,82,65,Inceptisols,3,0.230000004,33,4
3314,158449:233554,158449,83,65,Inceptisols,3,0.230000004,53,4
3257,158452:233558,158452,86,100,Inceptisols,3,0.230000004,13,4
3281,158453:233559,158453,87,100,Inceptisols,3,0.230000004,33,4
3261,158454:233560,158454,88,100,Inceptisols,3,0.230000004,53,4
3252,158455:233561,158455,89,100,Inceptisols,5,0.230000004,20,4
3245,158456:233463,158456,9,100,Inceptisols,5,0.230000004,53,4
3256,158457:233562,158457,90,100,Inceptisols,5,0.230000004,53,4
3316,158458:233563,158458,91,100,Inceptisols,5,0.230000004,33,4
3381,158459:233564,158459,92,100,Inceptisols,5,0.230000004,53,4
3259,158460:233565,158460,93,65,Inceptisols,5,0.230000004,28,4
3282,158461:233567,158461,94,65,Inceptisols,5,0.230000004,53,4
3366,158462:233569,158462,95,100,Inceptisols,3,0.090000004,53,4
3368,158463:233570,158463,96,65,Inceptisols,3,0.090000004,48,4
3212,1612505:1485412,1612505,1053,80,Histosols,5,0.090000004,0,4
4219,1899714:1497763,1899714,214,95,Mollisols,3,0.230000004,2,4
4449,1899716:1499987,1899716,384,100,Mollisols,5,0.159999996,2,4
4216,1899721:1664739,1899721,228,80,Mollisols,5,0.230000004,2,4
4188,1899723:1499341,1899723,229,80,Mollisols,5,0.230000004,6,4
4197,1899724:1664740,1899724,230,80,Mollisols,5,0.230000004,12,4
4177,1899725:1664741,1899725,231,95,Mollisols,5,0.230000004,20,4
4335,1899727:1664743,1899727,232,85,Mollisols,5,0.230000004,4,4
4204,1899729:1664775,1899729,233,80,Mollisols,5,0.230000004,13,4
4175,1899730:1664778,1899730,234,85,Mollisols,5,0.230000004,35,4
4169,1899758:1727013,1899758,513,40,Andisols,5,0.230000004,2,4
4244,1899763:1504144,1899763,283,85,Mollisols,3,0.159999996,4,4
4313,1899764:1504145,1899764,284,85,Mollisols,3,0.159999996,17,4
4234,1899790:1481783,1899790,338,45,Inceptisols,1,0.159999996,30,4
4185,1899791:1481785,1899791,339,50,Inceptisols,1,0.159999996,30,4
4294,1899792:1481787,1899792,340,35,Inceptisols,1,0.159999996,30,4
4471,1899793:1481806,1899793,341,50,Inceptisols,1,0.159999996,35,4
4202,1899794:1481808,1899794,342,50,Inceptisols,1,0.159999996,30,4
4256,1899795:1481812,1899795,343,50,Inceptisols,1,0.159999996,30,4
4166,1899796:1481814,1899796,344,50,Inceptisols,1,0.159999996,30,4
4333,1899797:1481816,1899797,345,50,Inceptisols,1,0.159999996,30,4
4187,1899798:1481822,1899798,347,50,Inceptisols,1,0.159999996,30,4
4214,1899799:1779319,1899799,292,85,Histosols,1,0.230000004,0,4
4358,1899824:105188,1899824,482,85,Entisols,5,0.300000012,50,4
4268,1899834:1536283,1899834,413,90,Mollisols,5,0.159999996,20,4
4276,1899835:1536262,1899835,414,90,Mollisols,5,0.159999996,4,4
4287,1899836:1483603,1899836,415,80,Mollisols,5,0.159999996,17,4
4342,1899837:1536264,1899837,417,90,Mollisols,5,0.159999996,35,4
4478,1899838:1536266,1899838,416,90,Mollisols,5,0.159999996,35,4
4388,1899839:1536292,1899839,419,100,Mollisols,5,0.159999996,45,4
4253,1899840:1536290,1899840,418,90,Mollisols,5,0.159999996,25,4
4278,1899858:1483657,1899858,455,80,Mollisols,3,0.230000004,2,4
4217,1899859:1532995,1899859,456,80,Mollisols,3,0.230000004,6,4
4286,1899861:1532997,1899861,457,80,Mollisols,3,0.230000004,12,4
4383,1899863:1532998,1899863,458,80,Mollisols,3,0.230000004,20,4
4245,1899864:1533004,1899864,461,80,Mollisols,3,0.230000004,4,4
4241,1899865:1533048,1899865,462,80,Mollisols,3,0.230000004,17,4
4282,1899866:1533063,1899866,459,85,Mollisols,3,0.230000004,15,4
4277,1899867:1533099,1899867,460,85,Mollisols,3,0.230000004,45,4
4302,1899880:1483686,1899880,496,80,Entisols,5,0.230000004,4,4
4232,1899881:1524020,1899881,497,80,Entisols,5,0.230000004,15,4
4303,1899882:1524026,1899882,498,80,Entisols,5,0.230000004,45,4
4237,1899896:1483716,1899896,565,90,Mollisols,5,0.159999996,8,4
4392,1899897:1520205,1899897,566,85,Mollisols,5,0.159999996,23,4
4534,1899901:1483725,1899901,273,100,Mollisols,2,0.230000004,45,4
4532,1899906:1550619,1899906,549,30,Mollisols,1,0.159999996,65,4
4420,1899933:857404,1899933,509,40,Mollisols,1,0.159999996,25,4
4275,1899944:857539,1899944,520,35,Mollisols,5,0.159999996,50,4
4376,1899964:105360,1899964,346,55,Inceptisols,1,0.370000005,53,4
4330,1900014:1727058,1900014,215,50,Mollisols,3,0.230000004,2,4
4453,1900016:857407,1900016,510,60,Mollisols,1,0.159999996,55,4
4424,1900063:1347175,1900063,481,40,Mollisols,1,0.159999996,60,4
4418,1900661:1727047,1900661,517,90,Mollisols,5,0.159999996,8,4
4421,1901420:1710942,1901420,518,85,Mollisols,5,0.159999996,25,4
4426,1901433:1710984,1901433,511,40,Mollisols,1,0.159999996,50,4
4410,1901452:1711066,1901452,480,55,Mollisols,1,0.159999996,50,4
4401,1901492:1711316,1901492,241,45,Andisols,5,0.300000012,50,4
4309,1901599:1711484,1901599,530,60,Inceptisols,1,0.230000004,33,4
4270,2109114:1742810,2109114,539,50,Inceptisols,1,0.300000012,55,4
3117,2234410:1485412,2234410,1053,80,Histosols,5,0.090000004,0,4
3155,2375803:1549021,2375803,5006,70,Inceptisols,1,0.159999996,45,4
886,612096:864490,612096,413,50,Andisols,5,0.370000005,25,4
556,612185:1399384,612185,706,40,Inceptisols,1,0.159999996,60,4
537,612190:865238,612190,701,50,Inceptisols,5,0.300000012,35,4
552,612199:1279097,612199,712,50,Inceptisols,1,0.300000012,55,4
578,613855:867934,613855,209,35,Inceptisols,1,0.370000005,30,4
687,613934:868136,613934,208,60,Inceptisols,1,0.370000005,30,4
851,614150:869306,614150,234,60,Mollisols,2,0.230000004,30,4
4845,67310:94267,67310,1,75,Entisols,5,0.159999996,1,4
4971,67311:94281,67311,10,75,Spodosols,3,0.370000005,48,4
4977,67314:94404,67314,102,85,Mollisols,2,0.230000004,53,4
4885,67315:94405,67315,103,60,Mollisols,2,0.230000004,53,4
5074,67318:94408,67318,105,75,Andisols,5,0.300000012,45,4
5075,67319:94409,67319,106,45,Andisols,5,0.300000012,53,4
4760,67322:94414,67322,109,80,Spodosols,4,0.300000012,17,4
4896,67323:94282,67323,11,75,Spodosols,3,0.370000005,75,4
4806,67325:94415,67325,110,80,Spodosols,4,0.300000012,45,4
4764,67327:94416,67327,111,50,Spodosols,4,0.300000012,45,4
4912,67329:94418,67329,112,80,Entisols,5,0.230000004,1,4
4968,67340:94424,67340,117,40,Mollisols,4,0.230000004,23,4
4767,67367:94435,67367,123,85,Andisols,3,0.370000005,45,4
4759,67369:94436,67369,124,40,Andisols,3,0.370000005,45,4
4808,67395:94284,67395,13,40,Spodosols,3,0.370000005,45,4
5044,67431:94286,67431,14,40,Spodosols,3,0.370000005,75,4
5086,67433:94463,67433,140,30,Inceptisols,3,0.230000004,68,4
4908,67439:94466,67439,141,35,Inceptisols,3,0.230000004,68,4
5006,67442:94472,67442,144,40,Spodosols,5,0.370000005,45,4
5039,67450:94288,67450,15,40,Spodosols,3,0.370000005,45,4
5033,67460:94485,67460,153,80,Inceptisols,2,0.230000004,45,4
4987,67461:94486,67461,154,80,Inceptisols,2,0.230000004,75,4
4769,67463:94489,67463,156,35,Inceptisols,2,0.230000004,60,4
4876,67464:94492,67464,157,70,Inceptisols,2,0.230000004,60,4
4855,67480:94512,67480,170,75,Inceptisols,3,0.230000004,45,4
4841,67491:94514,67491,172,45,Inceptisols,3,0.230000004,68,4
4826,67496:94517,67496,174,50,Mollisols,3,0.230000004,27,4
4805,67497:94520,67497,175,30,Mollisols,3,0.230000004,68,4
4805,67497:94521,67497,175,30,Mollisols,1,0.159999996,58,4
4780,67519:94527,67519,180,80,Inceptisols,3,0.159999996,45,4
4790,67536:94529,67536,182,50,Inceptisols,3,0.159999996,45,4
4817,67542:94531,67542,183,30,Inceptisols,3,0.159999996,68,4
4801,67548:94534,67548,184,55,Inceptisols,3,0.159999996,68,4
4964,67575:94541,67575,190,80,Mollisols,3,0.230000004,45,4
5001,67577:94542,67577,191,40,Mollisols,3,0.230000004,45,4
4993,67582:94546,67582,193,65,Mollisols,3,0.230000004,45,4
5030,67592:94548,67592,194,65,Mollisols,3,0.230000004,75,4
4887,67594:94550,67594,195,75,Inceptisols,2,0.159999996,45,4
4914,67595:94551,67595,196,60,Inceptisols,2,0.159999996,68,4
4749,67599:94553,67599,197,35,Inceptisols,2,0.159999996,68,4
5005,67601:94556,67601,198,80,Alfisols,5,0.230000004,45,4
5012,67604:94557,67604,199,50,Alfisols,5,0.230000004,45,4
4981,67613:94268,67613,2,85,Andisols,5,0.159999996,17,4
5085,67620:94565,67620,204,85,Alfisols,5,0.300000012,4,4
4729,67627:94297,67627,21,30,Inceptisols,2,0.159999996,53,4
4754,67661:94300,67661,22,55,Inceptisols,2,0.159999996,48,4
4821,67676:94592,67676,224,30,Inceptisols,3,0.159999996,45,4
4880,67680:94596,67680,226,80,Inceptisols,2,0.370000005,45,4
4931,67682:94597,67682,227,85,Inceptisols,2,0.370000005,75,4
4900,67684:94598,67684,228,85,Inceptisols,2,0.370000005,45,4
4901,67686:94599,67686,229,55,Inceptisols,2,0.370000005,68,4
4798,67692:94602,67692,231,85,Andisols,2,0.439999998,18,4
4772,67694:94603,67694,232,80,Andisols,2,0.439999998,45,4
4793,67696:94604,67696,233,80,Andisols,2,0.439999998,75,4
4910,67697:94605,67697,234,85,Andisols,2,0.439999998,18,4
4771,67699:94606,67699,235,85,Andisols,2,0.439999998,45,4
4856,67726:94631,67726,247,80,Mollisols,3,0.230000004,19,4
4837,67728:94632,67728,248,80,Mollisols,3,0.230000004,45,4
4955,67730:94633,67730,249,85,Mollisols,3,0.230000004,75,4
4850,67731:94306,67731,25,80,Entisols,5,0.370000005,75,4
4927,67737:94638,67737,253,85,Andisols,4,0.370000005,17,4
4926,67738:94639,67738,254,80,Andisols,4,0.370000005,45,4
4766,67751:94307,67751,26,75,Inceptisols,5,0.230000004,4,4
4740,67761:94653,67761,262,35,Andisols,4,0.370000005,45,4
5089,67772:94661,67772,267,85,Mollisols,3,0.230000004,23,4
5042,67774:94662,67774,268,80,Mollisols,3,0.230000004,45,4
5038,67777:94664,67777,270,80,Mollisols,5,0.230000004,45,4
5047,67779:94665,67779,271,80,Mollisols,5,0.230000004,75,4
5062,67781:94666,67781,272,60,Mollisols,5,0.230000004,65,4
5090,67783:94668,67783,273,40,Andisols,5,0.300000012,45,4
5031,67785:94670,67785,274,40,Andisols,5,0.300000012,45,4
5026,67787:94672,67787,275,60,Andisols,5,0.300000012,45,4
4938,67791:94678,67791,279,75,Spodosols,3,0.370000005,45,4
4860,67795:94680,67795,281,85,Spodosols,3,0.370000005,17,4
4875,67797:94681,67797,282,85,Spodosols,3,0.370000005,45,4
4928,67799:94682,67799,283,65,Spodosols,3,0.370000005,68,4
5000,67807:94310,67807,29,85,Inceptisols,4,0.300000012,45,4
4786,67815:94706,67815,297,40,Andisols,3,0.370000005,19,4
4969,67818:94269,67818,3,80,Andisols,5,0.159999996,45,4
5019,67819:94311,67819,30,85,Inceptisols,4,0.300000012,75,4
4861,67825:94713,67825,302,80,Inceptisols,3,0.230000004,17,4
4852,67826:94714,67826,303,80,Inceptisols,3,0.230000004,45,4
4972,67827:94715,67827,304,75,Inceptisols,3,0.230000004,75,4
4809,67831:94717,67831,306,80,Andisols,4,0.300000012,19,4
4822,67832:94718,67832,307,80,Andisols,4,0.300000012,45,4
4943,67833:94719,67833,308,80,Andisols,4,0.300000012,75,4
5036,67836:94312,67836,31,40,Inceptisols,4,0.300000012,75,4
4810,67841:94725,67841,312,85,Andisols,4,0.300000012,23,4
4846,67844:94726,67844,313,85,Andisols,4,0.300000012,45,4
4796,67859:94735,67859,318,30,Andisols,4,0.300000012,45,4
4980,67872:94737,67872,319,75,Andisols,3,0.300000012,45,4
5013,67874:94314,67874,32,80,Inceptisols,3,0.300000012,45,4
4999,67876:94738,67876,320,85,Andisols,3,0.300000012,19,4
4788,67878:94739,67878,321,85,Andisols,3,0.300000012,45,4
4773,67899:94747,67899,327,85,Spodosols,4,0.300000012,18,4
4778,67900:94748,67900,328,80,Spodosols,4,0.300000012,45,4
4781,67901:94749,67901,329,80,Spodosols,4,0.300000012,75,4
5008,67902:94315,67902,33,80,Inceptisols,3,0.300000012,75,4
4775,67904:94750,67904,330,60,Spodosols,4,0.300000012,45,4
4782,67929:94762,67929,339,80,Andisols,3,0.159999996,3,4
4747,67931:94316,67931,34,75,Andisols,2,0.159999996,45,4
4932,67932:94763,67932,340,80,Spodosols,5,0.300000012,17,4
4823,67933:94764,67933,341,80,Spodosols,5,0.300000012,45,4
4882,67934:94765,67934,342,45,Spodosols,5,0.300000012,45,4
4893,67935:94767,67935,343,70,Spodosols,5,0.300000012,68,4
5046,67944:94318,67944,35,80,Andisols,3,0.159999996,65,4
4825,67954:94789,67954,358,80,Andisols,3,0.370000005,19,4
4816,67955:94790,67955,359,80,Andisols,3,0.370000005,45,4
4804,67960:94795,67960,363,50,Andisols,3,0.370000005,45,4
4909,67961:94797,67961,364,85,Andisols,5,0.370000005,45,4
5093,67966:94801,67966,367,80,Mollisols,5,0.230000004,12,4
5068,67967:94802,67967,368,80,Mollisols,5,0.230000004,45,4
4758,67974:94808,67974,374,75,Mollisols,5,0.230000004,17,4
4785,67983:94270,67983,4,80,Andisols,5,0.159999996,45,4
4967,68025:94346,68025,56,80,Mollisols,4,0.230000004,4,4
4819,68043:94355,68043,63,90,Spodosols,4,0.370000005,17,4
4911,68045:94356,68045,64,80,Spodosols,4,0.370000005,45,4
5007,68056:94358,68056,66,80,Spodosols,4,0.370000005,19,4
4865,68058:94359,68058,67,40,Spodosols,4,0.370000005,17,4
4737,68059:94361,68059,68,40,Spodosols,4,0.370000005,45,4
5015,68076:94372,68076,76,75,Mollisols,1,0.159999996,17,4
4979,68077:94373,68077,77,75,Mollisols,1,0.159999996,45,4
4996,68078:94374,68078,78,80,Mollisols,1,0.159999996,75,4
5063,68101:94381,68101,84,50,Mollisols,4,0.230000004,48,4
5045,68106:94387,68106,88,65,Inceptisols,2,0.230000004,45,4
4877,68115:94397,68115,96,85,Mollisols,3,0.230000004,58,4
7319,68129:94825,68129,BEB,100,Mollisols,2,0.159999996,3,4
7345,68130:94827,68130,BED,50,Mollisols,2,0.159999996,18,4
7321,68131:94829,68131,BGC,100,Mollisols,2,0.159999996,8,4
7374,68132:94831,68132,BGD,100,Mollisols,2,0.159999996,23,4
7306,68134:94833,68134,BRD,60,Mollisols,2,0.159999996,15,4
7340,68149:94855,68149,CCA,100,Alfisols,2,0.230000004,1,4
7326,68150:94856,68150,CHB,100,Mollisols,4,0.159999996,3,4
7358,68151:94857,68151,CHD,100,Mollisols,4,0.159999996,18,4
7472,68172:94883,68172,EuB2,100,Aridisols,2,0.300000012,3,4
7313,68175:94886,68175,FAB,100,Mollisols,4,0.230000004,3,4
7320,68176:94887,68176,FAD,100,Mollisols,4,0.230000004,18,4
7308,68177:94888,68177,FFD2,100,Mollisols,4,0.230000004,15,4
7429,68182:94893,68182,NeA,100,Aridisols,2,0.230000004,1,4
7422,68183:94894,68183,NeB,100,Aridisols,2,0.230000004,4,4
7459,68184:94895,68184,NfA2,100,Aridisols,2,0.230000004,1,4
7317,68187:94898,68187,PRC,100,Aridisols,2,0.230000004,10,4
7359,68189:94900,68189,PSB,60,Aridisols,2,0.230000004,3,4
7324,68190:94902,68190,PTC,50,Aridisols,2,0.230000004,10,4
7392,68192:94906,68192,PrC,100,Aridisols,2,0.230000004,5,4
7412,68193:94907,68193,PsB,60,Aridisols,2,0.230000004,3,4
7407,68194:94909,68194,PtD,50,Aridisols,2,0.230000004,10,4
7413,68195:94912,68195,PuD,50,Aridisols,2,0.230000004,10,4
7291,68208:94927,68208,RMB,100,Mollisols,3,0.230000004,3,4
7296,68209:94928,68209,RMC2,100,Mollisols,3,0.230000004,8,4
7294,68210:94929,68210,RMD,100,Mollisols,3,0.230000004,18,4
7367,68211:94930,68211,RME,100,Mollisols,3,0.230000004,35,4
7368,68212:94931,68212,RMF,100,Mollisols,3,0.230000004,53,4
7312,68214:94933,68214,RPC,100,Mollisols,2,0.230000004,8,4
7289,68215:94934,68215,RSD,45,Mollisols,2,0.230000004,20,4
7318,68216:94936,68216,RTD,40,Mollisols,2,0.230000004,20,4
7377,68217:94939,68217,RUC,40,Mollisols,2,0.230000004,8,4
7442,68233:94957,68233,RuB,100,Aridisols,3,0.300000012,4,4
7329,68240:94964,68240,SLB,100,Aridisols,3,0.300000012,3,4
7297,68241:94965,68241,SLD,100,Aridisols,3,0.300000012,18,4
7342,68243:94967,68243,SNB,100,Aridisols,2,0.300000012,3,4
7293,68245:94970,68245,SUC,100,Mollisols,2,0.230000004,8,4
7361,68246:94971,68246,SVC,100,Mollisols,2,0.230000004,8,4
7401,68256:94981,68256,SmA,100,Aridisols,3,0.230000004,1,4
7398,68257:94982,68257,SmB,100,Aridisols,3,0.230000004,4,4
7408,68258:94983,68258,SmC,100,Aridisols,3,0.230000004,8,4
7440,68259:94984,68259,SmD,100,Aridisols,3,0.230000004,13,4
7400,68266:94991,68266,StA,100,Aridisols,3,0.300000012,1,4
7396,68267:94992,68267,StB,100,Aridisols,3,0.300000012,4,4
7390,68268:94993,68268,StC,100,Aridisols,3,0.300000012,8,4
7464,68269:94994,68269,StD,100,Aridisols,3,0.300000012,13,4
7437,68270:94995,68270,StE,100,Aridisols,3,0.300000012,23,4
7424,68273:94998,68273,TaB,100,Aridisols,2,0.300000012,4,4
7463,68278:95003,68278,WAD2,100,Aridisols,5,0.300000012,15,4
7300,68295:95020,68295,WSC,100,Mollisols,2,0.230000004,8,4
7292,68296:95021,68296,WSC2,100,Mollisols,2,0.230000004,8,4
7428,68307:95032,68307,WsB,100,Aridisols,2,0.300000012,4,4
7764,68477:95221,68477,1,100,Mollisols,2,0.159999996,16,4
7781,68481:95368,68481,102,100,Mollisols,3,0.159999996,33,4
7749,68493:95386,68493,113,100,Mollisols,2,0.159999996,16,4
7765,68494:95387,68494,114,40,Mollisols,2,0.159999996,16,4
7744,68495:95389,68495,115,100,Mollisols,5,0.159999996,11,4
7811,68510:95245,68510,17,100,Mollisols,3,0.159999996,6,4
7813,68511:95246,68511,18,55,Mollisols,3,0.159999996,8,4
7836,68530:95273,68530,35,100,Mollisols,2,0.159999996,9,4
7847,68531:95274,68531,36,100,Mollisols,5,0.230000004,4,4
7848,68532:95275,68532,37,100,Mollisols,5,0.230000004,16,4
7835,68557:95231,68557,6,100,Mollisols,2,0.159999996,16,4
7834,68568:95232,68568,7,100,Mollisols,2,0.159999996,45,4
7821,68576:95338,68576,77,100,Entisols,2,0.300000012,28,4
7857,68584:95346,68584,84,100,Mollisols,2,0.230000004,8,4
7856,68585:95347,68585,85,100,Mollisols,2,0.230000004,8,4
7853,68586:95348,68586,86,40,Mollisols,2,0.230000004,15,4
7798,68587:95350,68587,87,100,Mollisols,4,0.159999996,9,4
7795,68588:95351,68588,88,100,Mollisols,4,0.159999996,20,4
7763,68589:95352,68589,89,100,Mollisols,4,0.159999996,33,4
7787,68591:95353,68591,90,100,Mollisols,5,0.159999996,11,4
7854,68597:95362,68597,96,100,Mollisols,3,0.230000004,8,4
7841,68598:95363,68598,97,100,Mollisols,3,0.230000004,8,4
7774,68599:95364,68599,98,100,Mollisols,3,0.159999996,14,4
7527,68609:95761,68609,15,90,Mollisols,3,0.159999996,8,4
7495,68630:95793,68630,34,100,Mollisols,2,0.230000004,15,4
7550,68635:95799,68635,39,100,Mollisols,4,0.230000004,15,4
7543,68637:95800,68637,40,100,Mollisols,4,0.230000004,3,4
7535,68640:95803,68640,43,100,Mollisols,3,0.230000004,8,4
7533,68641:95804,68641,44,100,Mollisols,3,0.230000004,8,4
7478,68652:95820,68652,54,100,Mollisols,4,0.159999996,8,4
7504,68653:95821,68653,55,100,Mollisols,5,0.159999996,4,4
7509,68654:95822,68654,56,100,Mollisols,5,0.159999996,16,4
7510,68655:95823,68655,57,100,Mollisols,5,0.159999996,33,4
7541,68663:95835,68663,64,100,Mollisols,2,0.230000004,3,4
7549,68664:95836,68664,65,40,Mollisols,2,0.230000004,8,4
7488,68666:95842,68666,67,100,Mollisols,5,0.230000004,40,4
7888,68704:95588,68704,111,100,Mollisols,2,0.230000004,13,4
7890,68705:95590,68705,112,50,Mollisols,2,0.230000004,15,4
7884,68724:95420,68724,13,45,Mollisols,5,0.159999996,40,4
7983,68727:95625,68727,132,100,Aridisols,1,0.300000012,3,4
7972,68728:95627,68728,133,100,Aridisols,1,0.300000012,10,4
7997,68729:95628,68729,134,100,Aridisols,1,0.300000012,8,4
7904,68747:95661,68747,150,100,Mollisols,3,0.230000004,3,4
8035,68748:95663,68748,151,100,Aridisols,2,0.230000004,5,4
8033,68749:95664,68749,152,100,Aridisols,2,0.230000004,1,4
7989,68753:95670,68753,156,100,Aridisols,2,0.230000004,1,4
